,date,lat,long,daysSince1985,economic_loss,total_affected,duration,event_type,CAMEOCode,Index,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative
16,"Sunday, January 01, 2006",19.19794083,84.12166595,7670,,,1,-1,,3869,,,,,,,,1,0,,,,
17,"Sunday, January 01, 2006",11.65859,78.12162,7670,,,1,-1,,3871,,,,,,,,1,0,,,,
18,"Sunday, January 01, 2006",11.40804,77.78331,7670,,,1,-1,,3873,,,,,,,,1,0,,,,
19,"Tuesday, January 24, 2006",11.20293,77.33126,7693,,,1,-1,,3998,,,,,,,,1,0,,,,
20,"Wednesday, February 01, 2006",19.90643883,84.12342834,7701,,,1,-1,,4033,,,,,,,,1,0,,,,
21,"Wednesday, February 01, 2006",13.40869522,80.12478638,7701,,,1,-1,,4036,,,,,,,,24,10,0.0,0.0,,35.0
22,"Saturday, February 04, 2006",11.1633749,79.68405151,7704,,,1,-1,,4043,,,,,,,,1,0,,,,
23,"Sunday, February 05, 2006",30.34799957,78.39330292,7705,,,1,-1,,4050,,,,,,,,1,0,,,,
24,"Saturday, February 11, 2006",13.40869522,80.12478638,7711,,,1,-1,,4065,,,,,,,,24,10,0.0,0.0,,25.0
25,"Friday, February 24, 2006",13.40869522,80.12478638,7724,,,1,-1,,4118,,,,,,,,24,8,0.0,0.0,,12.0
26,"Sunday, February 26, 2006",11.2341,78.8805,7726,,,1,-1,,4130,,,,,,,,1,0,,,,
27,"Wednesday, March 01, 2006",20.1243,84.36820221,7729,,,1,-1,,4143,,,,,,,,1,0,,,,
28,"Saturday, March 11, 2006",9.453042984,77.79391479,7739,,,1,-1,,4183,,,,,,,,1,0,,,,
29,"Friday, March 17, 2006",11.31409645,78.0851059,7745,,,1,-1,,4202,,,,,,,,1,0,,,,
30,"Monday, March 20, 2006",8.232240677,77.50658417,7748,,,1,-1,,4218,,,,,,,,1,0,,,,
31,"Wednesday, March 22, 2006",10.77317619,79.84144592,7750,,,1,-1,,4229,,,,,,,,1,0,,,,
32,"Saturday, March 25, 2006",11.1633749,79.68405151,7753,,,1,-1,,4237,,,,,,,,1,0,,,,
33,"Saturday, April 08, 2006",11.32411,77.74176,7767,,,1,-1,,4303,,,,,,,,1,0,,,,
34,"Monday, April 10, 2006",10.76638,79.84952,7769,,,1,-1,,4310,,,,,,,,1,0,,,,
35,"Tuesday, April 11, 2006",10.77317619,79.84144592,7770,,,1,-1,,4316,,,,,,,,1,0,,,,
36,"Saturday, April 15, 2006",11.29443645,76.93977356,7774,,,1,-1,,4351,,,,,,,,1,0,,,,
37,"Monday, April 17, 2006",29.77479935,79.4272995,7776,,,1,-1,,4368,,,,,,,,1,0,,,,
38,"Sunday, April 23, 2006",30.31805,78.43576,7782,,,1,-1,,4393,,,,,,,,1,0,,,,
39,"Saturday, April 29, 2006",13.30560017,79.97083282,7788,,,1,-1,,4413,,,,,,,,27,10,0.0,0.0,,13.0
40,"Monday, May 01, 2006",20.84444618,84.30723572,7790,,,1,-1,,4424,,,,,,,,1,0,,,,
41,"Friday, May 05, 2006",9.453042984,77.79391479,7794,,,1,-1,,4469,,,,,,,,1,0,,,,
42,"Thursday, May 11, 2006",30.28876,78.97772,7800,,,1,-1,,4489,,,,,,,,1,0,,,,
43,"Monday, May 15, 2006",12.93972015,78.86440277,7804,,,1,-1,,4509,,,,,,,,1,0,,,,
44,"Saturday, May 27, 2006",10.76638,79.84952,7816,,,1,-1,,4574,,,,,,,,1,0,,,,
