Unnamed: 0,economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative,Cluster
2005,,,2,5,,,,,,5.0,1,0,,,,,2
2006,,,2,6,,,,,,6.0,1,0,,,,,2
2007,,,2,9,,,,,,9.0,1,0,,,,,2
2008,,,2,19,,,,,,19.0,1,0,,,,,2
2009,,,2,25,,,,,,25.0,1,0,,,,,2
2010,,,2,14,,,,,,14.0,1,0,,,,,2
2011,,,2,5,,,,,,5.0,1,0,,,,,2
2012,,,2,7,,,,,,7.0,1,0,,,,,2
2013,,,2,5,,,,,,5.0,1,0,,,,,2
2014,,,2,6,,,,,,6.0,1,0,,,,,2
2019,,,2,15,,,,,,15.0,1,0,,,,,2
2020,,,2,8,,,,,,8.0,1,0,,,,,2
2021,,,2,6,,,,,,6.0,1,0,,,,,2
2022,,,2,6,,,,,,6.0,1,0,,,,,2
2023,,,2,5,,,,,,5.0,1,0,,,,,2
2024,,,2,7,,,,,,7.0,1,0,,,,,2
2025,,,2,5,,,,,,5.0,37,0,0.0,0.0,31.0,201.0,0
2027,,,2,5,,,,,,5.0,19,0,0.0,0.0,24.0,53.0,0
2049,,,1,13,3.0,6.0,,,,,1,0,,,,,2
2057,,,1,5,1.0,4.0,,,,,1,0,,,,,2
2058,,,1,5,1.0,1.0,,,,,1,0,,,,,2
2165,,,1,5,,641.0,,5916.0,,802784.0,1,0,,,,,2
2166,,,1,7,,361.0,,4925.0,,87673.0,1,0,,,,,2
2171,,,1,15,,46.0,,4606.0,,156000.0,1,0,,,,,2
2177,,,1,8,,187.0,,7483.0,,717080.0,1,0,,,,,2
2186,,,5,9,,5017.0,,2561.0,,20000.0,1,0,,,,,2
2193,,,5,12,,17903.0,,7739.0,,1723623.0,1,0,,,,,2
2211,,,2,10,,65371.0,,13781.0,,1502000.0,4,0,0.0,0.0,0.0,74.0,2
2227,,,5,7,,,,5609.0,,717080.0,1,0,,,,,2
2233,,,4,8,,,,34437.0,,772275.0,1,0,,,,,2
2236,,,4,10,,,,6760.0,,622348.0,1,0,,,,,2
2237,,,4,5,,,,5981.0,,20000.0,1,0,,,,,2
2238,,,4,10,,,,8072.0,,147400.0,1,0,,,,,2
2239,,,4,20,,,,31810.0,,759328.0,1,0,,,,,2
2240,,,1,7,,,,2710.0,,27100.0,1,0,,,,,2
2242,,,1,11,,,,796.0,,7960.0,1,0,,,,,2
2244,,,2,5,,,,5.0,,150.0,1,0,,,,,2
2245,,,4,14,,,,3587.0,,35870.0,1,0,,,,,2
2254,,,2,6,,,,763.0,,3815.0,1,0,,,,,2
2375,,,1,15,3.0,,,3.0,,,1,0,,,,,2
2394,,,1,32,13.0,126.0,,281.0,,,1,0,,,,,2
2395,,,1,60,12.0,58.0,,7.0,,,12,0,0.0,0.0,4.0,198.0,0
2396,,,1,11,11.0,160.0,,3789.0,,,302,0,0.0,0.0,2.0,48.0,0
2397,,,1,29,3.0,5.0,,200.0,,,57,0,0.0,0.0,2.0,6.0,2
2398,,,1,13,28.0,545.0,,2152.0,,,268,0,0.0,0.0,1.0,48.0,0
2399,,,1,16,1.0,4.0,,957.0,,,293,0,0.0,0.0,2.0,48.0,0
2400,,,1,12,16.0,176.0,,484.0,,,4,0,0.0,0.0,5.0,198.0,0
2403,,,1,7,1.0,,,20.0,,,52,0,0.0,0.0,0.0,24.0,2
2408,,,1,12,20.0,178.0,,1930.0,,,6,0,0.0,0.0,,114.0,0
2441,,,1,5,,1.0,,11.0,,,1,0,,,,,2
2445,,,1,16,,2.0,,5.0,,,65,0,0.0,0.0,2.0,6.0,2
2447,,,1,6,,4.0,,5.0,,,2,0,0.0,0.0,,167.0,0
2451,,,1,6,,74.0,,264.0,,,1,0,,,,,2
2900,90648.1407,,1,5,2.0,,90648.1407,25.0,,,69,18,0.0,0.0,,0.0,2
2910,18129.62814,,3,5,,,18129.62814,5.0,,,1,0,,,,,2
2915,286756328.3,,1,110,,13600.0,286756328.3,2925.0,,,67,14,0.0,0.0,,8.0,2
2919,15033087.65,,11,94,,,15033087.65,4146.0,,,85,39,0.0,0.0,,28.0,3
