Unnamed: 0,economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative,Cluster
2924,5246714.384,,31,,,,5246714.384,1447.0,,,20,6,0.0,0.0,,46.0,5
2925,1798459.112,,31,,,,1798459.112,496.0,,,20,6,0.0,0.0,,46.0,5
2926,1965251.69,,31,,,,1965251.69,542.0,,,20,6,0.0,0.0,,45.0,5
2927,3625925.628,,31,,,,3625925.628,1000.0,,,20,6,0.0,0.0,,45.0,5
2928,3625.925628,,2,,,,3625.925628,1.0,,,1,0,,,,,7
2929,928.2369607999999,,31,,,,,,,,1,0,,,,,7
2930,3625.925628,,9,,,,3625.925628,1.0,,,25,8,0.0,0.0,,22.0,5
2931,3625.925628,,2,,,,3625.925628,1.0,,,26,9,0.0,0.0,,20.0,5
2932,3625.925628,,2,,,,3625.925628,1.0,,,28,11,0.0,0.0,,4.0,5
2933,9862.517708,,31,,,,,,,,1,0,,,,,7
2934,1700559.12,,8,,,,1700559.12,469.0,,,50,26,0.0,0.0,,2.0,3
2935,2251699.815,,31,,,,2251699.815,621.0,,,51,24,0.0,0.0,,9.0,5
2936,10353419.44,,11,,,,10353419.44,,,,1,0,,,,,7
2937,110228.1391,,124,,,4.0,110228.1391,8.0,,,1,0,,,,,7
2938,62365.9208,,8,,,2.0,62365.9208,6.0,,,1,0,,,,,7
2939,150838.5061,,1,,,6.0,150838.5061,8.0,,,1,0,,,,,7
2940,186372.5773,,1,,,9.0,186372.5773,1.0,,,1,0,,,,,7
2941,112403.6945,,1,,,5.0,112403.6945,3.0,,,24,8,0.0,0.0,,13.0,5
2942,248100.3352,,1,,,12.0,247288.1278,1.0,,,1,0,,,,,7
2943,75419.25306,,1,,,3.0,75419.25306,4.0,,,1,0,,,,,7
2944,3211844.921,,1,,,158.0,3211844.921,1.0,,,23,7,0.0,0.0,,2.0,7
2945,79045.17869,,1,,,3.0,79045.17869,5.0,,,23,7,0.0,0.0,,1.0,7
2946,208128.1311,,1,,,9.0,208128.1311,7.0,,,1,0,,,,,7
2947,84846.6597,,1,,,4.0,84846.6597,1.0,,,29,10,0.0,0.0,,0.0,7
2948,247288.1278,,1,,,12.0,247288.1278,1.0,,,27,11,0.0,0.0,,22.0,5
2949,267593.3114,,1,,,13.0,267593.3114,1.0,,,30,14,0.0,0.0,,0.0,5
2950,153014.0615,,1,,,7.0,153014.0615,3.0,,,36,17,0.0,0.0,,28.0,5
2951,68167.40181,,1,,,3.0,68167.40181,2.0,,,36,18,0.0,0.0,,26.0,5
2952,287898.4949,,1,,,14.0,287898.4949,1.0,,,39,19,0.0,0.0,,7.0,5
2953,1131288.7959999999,,1,,,20.0,1131288.7959999999,200.0,,,1,0,,,,,7
2954,298776.2718,,1,,,14.0,298776.2718,4.0,,,1,0,,,,,7
2955,406828.8555,,1,,,17.0,406828.8555,17.0,,,49,25,0.0,0.0,,19.0,5
2956,226982.9443,,1,,,11.0,226982.9443,1.0,,,49,25,0.0,0.0,,18.0,5
2957,250914.0535,,1,,,12.0,250914.0535,2.0,,,50,26,0.0,0.0,,13.0,5
2958,122556.2862,,1,,,3.0,122556.2862,17.0,,,1,0,,,,,7
2959,105151.8432,,1,,,5.0,105151.8432,1.0,,,1,0,,,,,7
2960,135609.6185,,1,,,4.0,135609.6185,15.0,,,1,0,,,,,7
2961,365493.3033,,1,,,8.0,365493.3033,56.0,,,1,0,,,,,7
2962,68167.40181,,1,,,3.0,68167.40181,2.0,,,1,0,,,,,7
2963,152288.8764,,1,,,5.0,152288.8764,14.0,,,1,0,,,,,7
2964,443088.1118,,1,,,12.0,443088.1118,55.0,,,1,0,,,,,7
2965,258891.0898,,1,,,9.0,258891.0898,21.0,,,1,0,,,,,7
2966,116029.6201,,1,,,5.0,116029.6201,4.0,,,1,0,,,,,7
2967,86297.02995,,1,,,3.0,86297.02995,7.0,,,1,0,,,,,7
2968,203051.8352,,1,,,5.0,203051.8352,28.0,,,1,0,,,,,7
2969,184922.207,,1,,,5.0,184922.207,23.0,,,1,0,,,,,7
2970,1155945.09,,1,,,38.0,1155945.09,106.0,,,1,0,,,,,7
2971,194349.6137,,1,,,6.0,194349.6137,20.0,,,1,0,,,,,7
2972,105151.8432,,1,,,5.0,105151.8432,1.0,,,1,0,,,,,7
2973,210303.6864,,1,,,5.0,210303.6864,30.0,,,1,0,,,,,7
2974,182021.4665,,1,,,7.0,182021.4665,11.0,,,1,0,,,,,7
2975,591751.0625,,1,,,7.0,591751.0625,124.0,,,1,0,,,,,7
2976,453240.7035,,1,,,15.0,453240.7035,41.0,,,1,0,,,,,7
2977,292249.6056,,1,,,6.0,292249.6056,47.0,,,1,0,,,,,7
2978,874573.2615,,1,,,7.0,874573.2615,202.0,,,1,0,,,,,7
2979,229883.6848,,1,,,9.0,229883.6848,13.0,,,1,0,,,,,7
2980,118930.3606,,1,,,3.0,118930.3606,16.0,,,1,0,,,,,7
2981,689651.0545,,1,,,12.0,689651.0545,123.0,,,1,0,,,,,7
2982,577247.36,,1,,,7.0,577247.36,120.0,,,1,0,,,,,7
2983,633811.7998,,1,,,3.0,633811.7998,158.0,,,1,0,,,,,7
2984,134159.2482,,1,,,5.0,134159.2482,9.0,,,1,0,,,,,7
2985,125457.0267,,1,,,6.0,125457.0267,1.0,,,1,0,,,,,7
2986,180571.0963,,1,,,3.0,180571.0963,33.0,,,1,0,,,,,7
2987,68167.40181,,1,,,3.0,68167.40181,2.0,,,1,0,,,,,7
2988,135609.6185,,1,,,4.0,135609.6185,15.0,,,1,0,,,,,7
2989,68167.40181,,1,,,3.0,68167.40181,2.0,,,1,0,,,,,7
2990,153014.0615,,1,,,7.0,153014.0615,3.0,,,1,0,,,,,7
2991,191448.8732,,1,,,3.0,191448.8732,36.0,,,1,0,,,,,7
2992,1121861.389,,1,,,29.0,1121861.389,147.0,,,1,0,,,,,7
2993,84846.6597,,1,,,4.0,84846.6597,1.0,,,1,0,,,,,7
2994,213929.6121,,1,,,5.0,213929.6121,31.0,,,1,0,,,,,7
2995,591025.8774,,1,,,25.0,591025.8774,23.0,,,1,0,,,,,7
2996,165342.2086,,1,,,6.0,165342.2086,12.0,,,1,0,,,,,7
2997,99350.36221,,1,,,4.0,99350.36221,5.0,,,1,0,,,,,7
2998,469919.9614,,1,,,16.0,469919.9614,40.0,,,1,0,,,,,7
2999,681674.0181,,1,,,20.0,681674.0181,76.0,,,1,0,,,,,7
3000,226982.9443,,1,,,11.0,226982.9443,1.0,,,1,0,,,,,7
3001,254539.9791,,1,,,12.0,254539.9791,3.0,,,1,0,,,,,7
3002,346638.49,,1,,,11.0,346638.49,34.0,,,1,0,,,,,7
3003,1301707.3,,1,,,55.0,1301707.3,51.0,,,86,21,0.0,0.0,,0.0,3
3004,163891.8384,,1,,,7.0,163891.8384,6.0,,,1,0,,,,,7
3005,2166127.97,,1,,,74.0,2166127.97,183.0,,,1,0,,,,,7
3006,75419.25306,,1,,,3.0,75419.25306,4.0,,,1,0,,,,,7
3007,2604864.971,,1,,,69.0,2604864.971,332.0,,,1,0,,,,,7
3008,139960.7292,,1,,,6.0,139960.7292,5.0,,,1,0,,,,,7
3009,2282157.59,,1,,,69.0,2282157.59,243.0,,,87,21,0.0,0.0,,0.0,3
3010,2543949.421,,1,,,76.0,2543949.421,276.0,,,1,0,,,,,7
3011,289348.8651,,1,,,8.0,289348.8651,35.0,,,1,0,,,,,7
3012,357516.2669,,1,,,11.0,357516.2669,37.0,,,1,0,,,,,7
3013,559117.7319,,1,,,27.0,559117.7319,3.0,,,1,0,,,,,7
3014,3027647.8989999997,,1,,,10.0,3027647.8989999997,779.0,,,1,0,,,,,7
3015,11103309.46,,1,,,297.0,11103309.46,1399.0,,,85,21,0.0,0.0,,4.0,3
3016,3189364.182,,1,,,66.0,3189364.182,510.0,,,1,0,,,,,7
3017,424233.2985,,1,,,20.0,424233.2985,5.0,,,1,0,,,,,7
3018,79045.17869,,1,,,3.0,79045.17869,5.0,,,1,0,,,,,7
3019,1829642.072,,1,,,41.0,1829642.072,275.0,,,1,0,,,,,7
3020,1296631.005,,1,,,46.0,1296631.005,100.0,,,1,0,,,,,7
3021,104426.6581,,1,,,3.0,104426.6581,12.0,,,1,0,,,,,7
3022,1394530.997,,1,,,36.0,1394530.997,183.0,,,1,0,,,,,7
3023,2806466.436,,1,,,95.0,2806466.436,242.0,,,1,0,,,,,7
3024,1551170.9840000002,,1,,,48.0,1551170.9840000002,159.0,,,1,0,,,,,7
3025,462668.1101,,1,,,16.0,462668.1101,38.0,,,86,21,0.0,0.0,,3.0,3
3026,1089953.244,,1,,,26.0,1089953.244,155.0,,,1,0,,,,,7
3027,918809.5542,,1,,,19.0,918809.5542,147.0,,,1,0,,,,,7
3028,375645.8951,,1,,,11.0,375645.8951,42.0,,,1,0,,,,,7
3029,236410.35100000002,,1,,,7.0,236410.35100000002,26.0,,,1,0,,,,,7
3030,1264722.8590000002,,1,,,48.0,1264722.8590000002,80.0,,,1,0,,,,,7
3031,166067.3938,,1,,,8.0,166067.3938,1.0,,,1,0,,,,,7
3032,100800.7325,,1,,,3.0,100800.7325,11.0,,,1,0,,,,,7
3033,12993141.9,,1,,,124.0,12993141.9,2889.0,,,1,0,,,,,7
3034,440187.3713,,1,,,19.0,440187.3713,15.0,,,1,0,,,,,7
3035,326333.3065,,1,,,15.0,326333.3065,6.0,,,1,0,,,,,7
3036,431485.1497,,1,,,10.0,431485.1497,63.0,,,1,0,,,,,7
3037,3916724.863,,1,,,37.0,3916724.863,873.0,,,1,0,,,,,7
3038,2084907.236,,1,,,60.0,2084907.236,239.0,,,1,0,,,,,7
3039,206677.7608,,1,,,10.0,206677.7608,1.0,,,1,0,,,,,7
3040,102976.2878,,1,,,4.0,102976.2878,6.0,,,1,0,,,,,7
3041,102976.2878,,1,,,4.0,102976.2878,6.0,,,1,0,,,,,7
3042,5040036.623,,1,,,225.0,5040036.623,130.0,,,1,0,,,,,7
3043,819459.1919,,1,,,30.0,819459.1919,58.0,,,1,0,,,,,7
3044,1520713.208,,1,,,49.0,1520713.208,145.0,,,1,0,,,,,7
3045,588125.1369,,1,,,22.0,588125.1369,39.0,,,1,0,,,,,7
3046,1360447.2959999999,,1,,,57.0,1360447.2959999999,56.0,,,1,0,,,,,7
3047,1356821.37,,1,,,37.0,1356821.37,167.0,,,1,0,,,,,7
3048,1368424.332,,1,,,44.0,1368424.332,131.0,,,1,0,,,,,7
3049,2997190.124,,1,,,131.0,2997190.124,93.0,,,1,0,,,,,7
3050,783199.9357,,1,,,10.0,783199.9357,160.0,,,1,0,,,,,7
3051,292974.7908,,1,,,13.0,292974.7908,8.0,,,1,0,,,,,7
3052,389424.4125,,1,,,19.0,389424.4125,1.0,,,1,0,,,,,7
3053,1198731.013,,1,,,56.0,1198731.013,17.0,,,1,0,,,,,7
3054,403928.115,,1,,,19.0,403928.115,5.0,,,1,0,,,,,7
3055,168968.1343,,1,,,6.0,168968.1343,13.0,,,1,0,,,,,7
3056,169693.3194,,1,,,8.0,169693.3194,2.0,,,1,0,,,,,7
3057,277745.9031,,1,,,11.0,277745.9031,15.0,,,1,0,,,,,7
3058,308928.8635,,1,,,12.0,308928.8635,18.0,,,1,0,,,,,7
3059,362592.5628,,1,,,10.0,362592.5628,44.0,,,1,0,,,,,7
3060,174044.4301,,1,,,5.0,174044.4301,20.0,,,1,0,,,,,7
3061,79045.17869,,1,,,3.0,79045.17869,5.0,,,1,0,,,,,7
3062,163166.6533,,1,,,5.0,163166.6533,17.0,,,1,0,,,,,7
3063,1031938.434,,1,,,16.0,1031938.434,195.0,,,1,0,,,,,7
3064,210303.6864,,1,,,5.0,210303.6864,30.0,,,1,0,,,,,7
3065,190723.688,,1,,,6.0,190723.688,19.0,,,1,0,,,,,7
3066,367668.8587,,1,,,9.0,367668.8587,51.0,,,1,0,,,,,7
3067,367668.8587,,1,,,9.0,367668.8587,51.0,,,1,0,,,,,7
3068,161716.283,,1,,,6.0,161716.283,11.0,,,1,0,,,,,7
3069,1110258.4270000001,,1,,,47.0,1110258.4270000001,43.0,,,1,0,,,,,7
3070,642514.0213,,1,,,17.0,642514.0213,82.0,,,1,0,,,,,7
3071,1871702.8090000001,,1,,,82.0,1871702.8090000001,57.0,,,1,0,,,,,7
3072,226982.9443,,1,,,11.0,226982.9443,1.0,,,1,0,,,,,7
3073,116029.6201,,1,,,5.0,116029.6201,4.0,,,1,0,,,,,7
3074,431485.1497,,1,,,5.0,431485.1497,91.0,,,1,0,,,,,7
3075,738963.6429999999,,1,,,23.0,738963.6429999999,75.0,,,1,0,,,,,7
3076,213204.4269,,1,,,8.0,213204.4269,14.0,,,1,0,,,,,7
3077,532285.8822,,1,,,23.0,532285.8822,18.0,,,1,0,,,,,7
3078,1025411.7679999999,,1,,,28.0,1025411.7679999999,126.0,,,1,0,,,,,7
3079,1025411.7679999999,,1,,,28.0,1025411.7679999999,126.0,,,1,0,,,,,7
3080,1498232.47,,1,,,62.0,1498232.47,66.0,,,1,0,,,,,7
3081,265417.756,,1,,,7.0,265417.756,34.0,,,1,0,,,,,7
3082,342287.3793,,1,,,4.0,342287.3793,72.0,,,1,0,,,,,7
3083,308928.8635,,1,,,12.0,308928.8635,18.0,,,1,0,,,,,7
3084,1735368.006,,1,,,46.0,1735368.006,221.0,,,1,0,,,,,7
3085,312983373.6,,1,,,13402.0,312983373.6,11267.0,,,1,0,,,,,6
3086,340837.00899999996,,1,,,10.0,340837.00899999996,38.0,,,1,0,,,,,7
3087,383622.9315,,1,,,8.0,383622.9315,61.0,,,1,0,,,,,7
3088,986251.7708,,1,,,35.0,986251.7708,76.0,,,75,17,0.0,0.0,,1.0,3
3089,100800.7325,,1,,,3.0,100800.7325,11.0,,,76,17,0.0,0.0,,1.0,3
3090,424233.2985,,1,,,15.0,424233.2985,33.0,,,1,0,,,,,7
3091,383622.9315,,1,,,8.0,383622.9315,61.0,,,1,0,,,,,7
3092,226982.9443,,1,,,11.0,226982.9443,1.0,,,1,0,,,,,7
3093,394500.7083,,1,,,18.0,394500.7083,8.0,,,1,0,,,,,7
3094,344462.9347,,1,,,5.0,344462.9347,67.0,,,1,0,,,,,7
3095,751291.7901,,1,,,22.0,751291.7901,84.0,,,1,0,,,,,7
3096,8473063.008,,1,,,353.0,8473063.008,360.0,,,1,0,,,,,7
3097,717208.0892,,1,,,8.0,717208.0892,153.0,,,1,0,,,,,7
3098,211754.0567,,1,,,9.0,211754.0567,8.0,,,1,0,,,,,7
3099,160265.9128,,1,,,7.0,160265.9128,5.0,,,1,0,,,,,7
3100,315455.5296,,1,,,10.0,315455.5296,31.0,,,1,0,,,,,7
3101,160265.9128,,1,,,7.0,160265.9128,5.0,,,1,0,,,,,7
3102,461217.7399,,1,,,12.0,461217.7399,60.0,,,1,0,,,,,7
3103,99350.36221,,1,,,4.0,99350.36221,5.0,,,1,0,,,,,7
3104,4767367.016,,1,,,113.0,4767367.016,682.0,,,1,0,,,,,7
3105,96459774.3,,1,,,3673.0,96459774.3,6034.0,,,1,0,,,,,7
3106,82671.10432,,1,,,3.0,82671.10432,6.0,,,1,0,,,,,7
3107,75419.25306,,1,,,3.0,75419.25306,4.0,,,1,0,,,,,7
3108,95724.43658,,1,,,4.0,95724.43658,4.0,,,1,0,,,,,7
3109,75419.25306,,1,,,3.0,75419.25306,4.0,,,1,0,,,,,7
3110,123281.4714,,1,,,5.0,123281.4714,6.0,,,1,0,,,,,7
3111,75419.25306,,1,,,3.0,75419.25306,4.0,,,1,0,,,,,7
3112,64541.47618,,1,,,3.0,64541.47618,1.0,,,1,0,,,,,7
3113,677322.9073,,1,,,28.0,677322.9073,30.0,,,1,0,,,,,7
3114,682399.2032,,1,,,32.0,682399.2032,9.0,,,1,0,,,,,7
3115,64541.47618,,1,,,3.0,64541.47618,1.0,,,1,0,,,,,7
3116,82671.10432,,1,,,3.0,82671.10432,6.0,,,1,0,,,,,7
3117,240761.4617,,1,,,9.0,240761.4617,16.0,,,1,0,,,,,7
3118,153014.0615,,1,,,7.0,153014.0615,3.0,,,1,0,,,,,7
3119,471370.3317,,1,,,5.0,471370.3317,102.0,,,1,0,,,,,7
3120,184197.0219,,1,,,8.0,184197.0219,6.0,,,1,0,,,,,7
3121,424958.4836,,1,,,17.0,424958.4836,22.0,,,1,0,,,,,7
3122,1000755.473,,1,,,40.0,1000755.473,52.0,,,1,0,,,,,7
3123,620033.2824,,1,,,25.0,620033.2824,31.0,,,1,0,,,,,7
3124,110228.1391,,1,,,4.0,110228.1391,8.0,,,1,0,,,,,7
3125,223357.0187,,1,,,6.0,223357.0187,28.0,,,37,12,0.0,0.0,,26.0,5
3126,294425.161,,1,,,12.0,294425.161,14.0,,,1,0,,,,,7
3127,200151.0947,,1,,,7.0,200151.0947,16.0,,,1,0,,,,,7
3128,287173.3097,,1,,,12.0,287173.3097,12.0,,,1,0,,,,,7
3129,3150929.3710000003,,1,,,75.0,3150929.3710000003,449.0,,,1,0,,,,,7
3130,2137120.565,,1,,,29.0,2137120.565,427.0,,,1,0,,,,,7
3131,71793.32744,,1,,,3.0,71793.32744,3.0,,,1,0,,,,,7
3132,146487.3954,,1,,,4.0,146487.3954,18.0,,,1,0,,,,,7
3133,756368.0859999999,,1,,,31.0,756368.0859999999,35.0,,,1,0,,,,,7
3134,1071823.616,,1,,,41.0,1071823.616,66.0,,,1,0,,,,,7
3135,119655.5457,,1,,,5.0,119655.5457,5.0,,,1,0,,,,,7
3136,84846.6597,,1,,,4.0,84846.6597,1.0,,,1,0,,,,,7
3137,189998.5029,,1,,,9.0,189998.5029,2.0,,,1,0,,,,,7
3138,166792.5789,,1,,,5.0,166792.5789,18.0,,,1,0,,,,,7
3139,68167.40181,,1,,,3.0,68167.40181,2.0,,,1,0,,,,,7
3140,126907.397,,1,,,5.0,126907.397,7.0,,,1,0,,,,,7
3141,121105.916,,1,,,4.0,121105.916,11.0,,,1,0,,,,,7
3142,99350.36221,,1,,,4.0,99350.36221,5.0,,,1,0,,,,,7
3143,75419.25306,,1,,,3.0,75419.25306,4.0,,,1,0,,,,,7
3144,314730.3445,,1,,,3.0,314730.3445,70.0,,,1,0,,,,,7
3145,382897.7463,,1,,,11.0,382897.7463,44.0,,,1,0,,,,,7
3146,152288.8764,,1,,,5.0,152288.8764,14.0,,,1,0,,,,,7
3147,380722.1909,,1,,,15.0,380722.1909,21.0,,,1,0,,,,,7
3148,111678.5093,,1,,,3.0,111678.5093,14.0,,,1,0,,,,,7
3149,267593.3114,,1,,,3.0,267593.3114,57.0,,,1,0,,,,,1
3150,424233.2985,,1,,,5.0,424233.2985,89.0,,,1,0,,,,,1
3151,351714.7859,,1,,,5.0,351714.7859,69.0,,,1,0,,,,,1
3152,102976.2878,,1,,,4.0,102976.2878,6.0,,,1,0,,,,,1
3153,129082.9524,,1,,,6.0,129082.9524,2.0,,,1,0,,,,,1
3154,116029.6201,,1,,,5.0,116029.6201,4.0,,,1,0,,,,,1
3155,209578.5013,,1,,,8.0,209578.5013,13.0,,,1,0,,,,,1
3156,121105.916,,1,,,4.0,121105.916,11.0,,,1,0,,,,,1
3157,99350.36221,,1,,,4.0,99350.36221,5.0,,,1,0,,,,,1
3158,356065.8967,,1,,,12.0,356065.8967,31.0,,,1,0,,,,,1
3159,137059.9887,,1,,,3.0,137059.9887,21.0,,,1,0,,,,,1
3160,519957.7351,,1,,,19.0,519957.7351,37.0,,,1,0,,,,,1
3161,631636.2444,,1,,,27.0,631636.2444,23.0,,,1,0,,,,,1
3162,86297.02995,,1,,,3.0,86297.02995,7.0,,,1,0,,,,,1
3163,233509.6104,,1,,,4.0,233509.6104,42.0,,,1,0,,,,,1
3164,6808037.959,,1,,,306.0,6808037.959,164.0,,,68,12,0.0,0.0,,3.0,3
3165,419882.1877,,1,,,8.0,419882.1877,71.0,,,1,0,,,,,1
3166,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3167,44236.29266,,1,,,2.0,44236.29266,1.0,,,50,26,0.0,0.0,,11.0,3
3168,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3169,247288.1278,,1,,,2.0,247288.1278,57.0,,,1,0,,,,,1
3170,91373.32583,,1,,,2.0,91373.32583,14.0,,,1,0,,,,,1
3171,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3172,58739.99518,,1,,,2.0,58739.99518,5.0,,,1,0,,,,,1
3173,84121.47457,,1,,,2.0,84121.47457,12.0,,,1,0,,,,,1
3174,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3175,47862.21829,,1,,,2.0,47862.21829,2.0,,,1,0,,,,,1
3176,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3177,69617.77206,,1,,,2.0,69617.77206,8.0,,,1,0,,,,,1
3178,73243.69769,,1,,,2.0,73243.69769,9.0,,,1,0,,,,,1
3179,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3180,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3181,153014.0615,,1,,,2.0,153014.0615,31.0,,,1,0,,,,,1
3182,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3183,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3184,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3185,145762.2102,,1,,,2.0,145762.2102,29.0,,,1,0,,,,,1
3186,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3187,87747.4002,,1,,,2.0,87747.4002,13.0,,,1,0,,,,,1
3188,69617.77206,,1,,,2.0,69617.77206,8.0,,,1,0,,,,,1
3189,47862.21829,,1,,,2.0,47862.21829,2.0,,,1,0,,,,,1
3190,153014.0615,,1,,,2.0,153014.0615,31.0,,,1,0,,,,,1
3191,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3192,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3193,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3194,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3195,58739.99518,,1,,,2.0,58739.99518,5.0,,,1,0,,,,,1
3196,47862.21829,,1,,,2.0,47862.21829,2.0,,,1,0,,,,,1
3197,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3198,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3199,120380.7309,,1,,,2.0,120380.7309,22.0,,,1,0,,,,,1
3200,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3201,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3202,58739.99518,,1,,,2.0,58739.99518,5.0,,,1,0,,,,,1
3203,76869.62332,,1,,,2.0,76869.62332,10.0,,,1,0,,,,,1
3204,182021.4665,,1,,,2.0,182021.4665,39.0,,,1,0,,,,,1
3205,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3206,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3207,55114.06955,,1,,,2.0,55114.06955,4.0,,,38,12,0.0,0.0,,25.0,5
3208,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3209,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3210,65991.84642999999,,1,,,2.0,65991.84642999999,7.0,,,1,0,,,,,1
3211,863695.4846,,1,,,2.0,863695.4846,227.0,,,1,0,,,,,1
3212,91373.32583,,1,,,2.0,91373.32583,14.0,,,1,0,,,,,1
3213,171143.6896,,1,,,2.0,171143.6896,36.0,,,1,0,,,,,1
3214,109502.954,,1,,,2.0,109502.954,19.0,,,1,0,,,,,1
3215,69617.77206,,1,,,2.0,69617.77206,8.0,,,1,0,,,,,1
3216,138510.359,,1,,,2.0,138510.359,27.0,,,1,0,,,,,1
3217,98625.17708,,1,,,2.0,98625.17708,16.0,,,1,0,,,,,1
3218,127632.5821,,1,,,2.0,127632.5821,24.0,,,1,0,,,,,1
3219,65991.84642999999,,1,,,2.0,65991.84642999999,7.0,,,21,6,0.0,0.0,,65.0,2
3220,23931.10915,,1,,,1.0,23931.10915,1.0,,,20,6,0.0,0.0,,59.0,2
3221,67442.21668,,1,,,1.0,67442.21668,13.0,,,1,0,,,,,1
3222,23931.10915,,1,,,1.0,23931.10915,1.0,,,25,10,0.0,0.0,,23.0,4
3223,31182.9604,,1,,,1.0,31182.9604,3.0,,,24,8,0.0,0.0,,11.0,4
3224,23931.10915,,1,,,1.0,23931.10915,1.0,,,1,0,,,,,1
3225,23931.10915,,1,,,1.0,23931.10915,1.0,,,1,0,,,,,1
