economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative,Cluster
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,67,16,0.0,0.0,,11.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,68,11,0.0,0.0,,3.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,62,8,0.0,0.0,,3.0,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,58,15,0.0,0.0,,1.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,54,16,0.0,0.0,,11.0,2
,,1,1.0,,,,,,,55,16,0.0,0.0,,9.0,2
,,1,1.0,,,,,,,54,16,0.0,0.0,,7.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,51,17,0.0,0.0,,25.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,53,18,0.0,0.0,,17.0,2
,,1,1.0,,,,,,,54,19,0.0,0.0,,15.0,2
,,1,1.0,,,,,,,58,21,0.0,0.0,,8.0,2
,,1,1.0,,,,,,,57,20,0.0,0.0,,4.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,59,17,0.0,0.0,,11.0,2
,,1,1.0,,,,,,,58,17,0.0,0.0,,11.0,2
,,1,1.0,,,,,,,62,20,0.0,0.0,,6.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,61,19,0.0,0.0,,0.0,2
,,1,1.0,,,,,,,60,19,0.0,0.0,,1.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,69,33,0.0,0.0,,8.0,2
,,1,1.0,,,,,,,82,46,0.0,0.0,,1.0,2
,,1,1.0,,,,,,,82,46,0.0,0.0,,7.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,83,46,0.0,0.0,,6.0,2
,,1,1.0,,,,,,,85,47,0.0,0.0,,3.0,2
,,1,1.0,,,,,,,84,46,0.0,0.0,,2.0,2
,,1,1.0,,,,,,,86,40,0.0,0.0,,5.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,86,33,0.0,0.0,,12.0,2
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,12,0,0.0,0.0,28.0,96.0,0
,,1,1.0,,,,,,,12,0,0.0,0.0,25.0,93.0,0
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,1.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,76,26,0.0,0.0,,2.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,84,23,0.0,0.0,,4.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,87,21,0.0,0.0,,0.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,83,7,0.0,0.0,,1.0,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,76,17,0.0,0.0,,3.0,2
,,1,2.0,,,,,,,76,17,0.0,0.0,,2.0,2
,,1,2.0,,,,,,,75,17,0.0,0.0,,2.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,70,24,0.0,0.0,,2.0,2
,,1,2.0,,,,,,,68,24,0.0,0.0,,11.0,2
,,1,2.0,,,,,,,69,22,0.0,0.0,,2.0,2
,,1,2.0,,,,,,,69,12,0.0,0.0,,3.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,60,8,0.0,0.0,,0.0,1
,,1,2.0,,,,,,,58,17,0.0,0.0,,1.0,2
,,1,2.0,,,,,,,56,17,0.0,0.0,,0.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,57,22,0.0,0.0,,9.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,84,47,0.0,0.0,,0.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,84,40,0.0,0.0,,7.0,2
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,2.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,87,27,0.0,0.0,,2.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,83,22,0.0,0.0,,18.0,2
,,1,3.0,,,,,,,83,22,0.0,0.0,,18.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,79,11,0.0,0.0,,28.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,75,17,0.0,0.0,,1.0,2
,,1,3.0,,,,,,,76,18,0.0,0.0,,1.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,44,9,0.0,0.0,,1.0,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,46,23,0.0,0.0,,24.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,68,24,0.0,0.0,,11.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,65,12,0.0,0.0,,2.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,56,20,0.0,0.0,,6.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,3.0,,,,,,,57,18,0.0,0.0,,9.0,2
,,1,3.0,,,,,,,59,18,0.0,0.0,,1.0,2
,,1,3.0,,,,,,,81,46,0.0,0.0,,10.0,2
,,1,3.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,13.0,,,,,,,1,0,,,,,1
,,1,13.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,21.0,,,,,,,1,0,,,,,1
,,1,32.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,12.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,6.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,8.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,6.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,85,21,0.0,0.0,,4.0,2
,,1,4.0,,,,,,,1,0,,,,,1
,,1,9.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,84,16,0.0,0.0,,4.0,2
,,1,5.0,,,,,,,1,0,,,,,1
,,1,11.0,,,,,,,1,0,,,,,1
,,1,5.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,5.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,29.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,54,27,0.0,0.0,,7.0,2
,,1,5.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,18.0,,,,,,,1,0,,,,,1
,,1,8.0,,,,,,,1,0,,,,,1
,,1,116.0,,,,,,,68,13,0.0,0.0,,4.0,2
,,1,41.0,,,,,,,68,12,0.0,0.0,,3.0,2
,,1,9.0,,,,,,,1,0,,,,,1
,,1,5.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,54,12,0.0,0.0,,8.0,2
,,1,4.0,,,,,,,1,0,,,,,1
,,1,11.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,1,6.0,,,,,,,85,47,0.0,0.0,,4.0,2
,,1,34.0,,,,,,,84,47,0.0,0.0,,4.0,2
,,1,7.0,,,,,,,1,0,,,,,1
,,1,22.0,,,,,,,87,32,0.0,0.0,,4.0,2
,,1,21.0,,,,,,,1,0,,,,,1
,,1,4.0,,,,,,,1,0,,,,,1
,,2,2.0,,,,,,,1,0,,,,,1
,,6,1.0,1.0,,,,,,1,0,,,,,1
,,1,13.0,17.0,,,,,,1,0,,,,,1
,,1,13.0,1.0,,,,,,1,0,,,,,1
,,1,3.0,4.0,,,,,,1,0,,,,,1
,,1,3.0,9.0,,,,,,1,0,,,,,1
,,1,3.0,3.0,,,,,,1,0,,,,,1
,,1,7.0,4.0,,,,,,1,0,,,,,1
,,1,3.0,8.0,,,,,,1,0,,,,,1
,,1,3.0,7.0,,,,,,1,0,,,,,1
,,1,4.0,14.0,,,,,,1,0,,,,,1
,,1,3.0,22.0,,,,,,1,0,,,,,1
,,1,4.0,2.0,,,,,,1,0,,,,,1
,,1,8.0,6.0,,,,,,1,0,,,,,1
,,1,10.0,22.0,,,,,,1,0,,,,,1
,,1,8.0,26.0,,,,,,1,0,,,,,1
,,1,5.0,9.0,,,,,,1,0,,,,,1
,,1,3.0,8.0,,,,,,1,0,,,,,1
,,1,6.0,8.0,,,,,,1,0,,,,,1
,,1,4.0,4.0,,,,,,38,12,0.0,0.0,,0.0,2
,,1,3.0,1.0,,,,,,1,0,,,,,1
,,1,3.0,25.0,,,,,,51,25,0.0,0.0,,12.0,2
,,1,3.0,2.0,,,,,,1,0,,,,,1
,,1,4.0,1.0,,,,,,1,0,,,,,1
,,1,3.0,6.0,,,,,,1,0,,,,,1
,,1,3.0,2.0,,,,,,1,0,,,,,1
,,1,4.0,1.0,,,,,,1,0,,,,,1
,,1,4.0,34.0,,,,,,1,0,,,,,1
,,1,6.0,11.0,,,,,,1,0,,,,,1
,,1,7.0,12.0,,,,,,1,0,,,,,1
,,1,4.0,13.0,,,,,,1,0,,,,,1
,,1,4.0,1.0,,,,,,1,0,,,,,1
,,1,8.0,4.0,,,,,,1,0,,,,,1
,,1,4.0,2.0,,,,,,1,0,,,,,1
,,1,3.0,2.0,,,,,,1,0,,,,,1
,,1,3.0,1.0,,,,,,68,25,0.0,0.0,,1.0,2
,,1,6.0,42.0,,,,,,1,0,,,,,1
,,1,4.0,31.0,,,,,,67,11,0.0,0.0,,5.0,2
,,1,5.0,1.0,,,,,,1,0,,,,,1
,,1,6.0,5.0,,,,,,1,0,,,,,1
,,1,3.0,1.0,,,,,,1,0,,,,,1
,,1,3.0,20.0,,,,,,1,0,,,,,1
,,1,4.0,3.0,,,,,,55,9,0.0,0.0,,1.0,1
,,1,3.0,6.0,,,,,,1,0,,,,,1
,,1,3.0,2.0,,,,,,55,13,0.0,0.0,,6.0,2
,,1,3.0,10.0,,,,,,56,12,0.0,0.0,,0.0,2
,,1,3.0,1.0,,,,,,1,0,,,,,1
,,1,3.0,14.0,,,,,,1,0,,,,,1
,,1,4.0,4.0,,,,,,1,0,,,,,1
,,1,4.0,12.0,,,,,,54,16,0.0,0.0,,2.0,2
,,1,3.0,1.0,,,,,,54,18,0.0,0.0,,16.0,2
,,1,6.0,9.0,,,,,,1,0,,,,,1
,,1,5.0,6.0,,,,,,1,0,,,,,1
,,1,8.0,36.0,,,,,,1,0,,,,,1
,,1,3.0,2.0,,,,,,1,0,,,,,1
,,1,3.0,5.0,,,,,,1,0,,,,,1
,,1,4.0,7.0,,,,,,1,0,,,,,1
,,1,3.0,2.0,,,,,,59,18,0.0,0.0,,2.0,2
,,1,4.0,3.0,,,,,,1,0,,,,,1
,,1,3.0,35.0,,,,,,1,0,,,,,1
,,1,3.0,38.0,,,,,,1,0,,,,,1
,,1,14.0,33.0,,,,,,1,0,,,,,1
,,1,10.0,66.0,,,,,,69,33,0.0,0.0,,8.0,2
,,1,3.0,1.0,,,,,,1,0,,,,,1
,,1,8.0,21.0,,,,,,1,0,,,,,1
,,1,4.0,20.0,,,,,,1,0,,,,,1
,,1,3.0,6.0,,,,,,1,0,,,,,1
,,1,4.0,1.0,,,,,,1,0,,,,,1
,,1,3.0,5.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,10.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,9.0,,,,,,1,0,,,,,1
,,1,2.0,7.0,,,,,,1,0,,,,,1
,,1,2.0,5.0,,,,,,1,0,,,,,1
,,1,2.0,43.0,,,,,,1,0,,,,,1
,,1,2.0,9.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,12.0,,,,,,1,0,,,,,1
,,1,2.0,16.0,,,,,,1,0,,,,,1
,,1,2.0,3.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,7.0,,,,,,1,0,,,,,1
,,1,2.0,35.0,,,,,,56,23,0.0,0.0,,18.0,2
,,1,2.0,55.0,,,,,,1,0,,,,,1
,,1,2.0,7.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,69,24,0.0,0.0,,7.0,2
,,1,2.0,2.0,,,,,,1,0,,,,,1
,,1,2.0,7.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,2.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,2.0,,,,,,1,0,,,,,1
,,1,2.0,2.0,,,,,,58,19,0.0,0.0,,2.0,2
,,1,2.0,4.0,,,,,,1,0,,,,,1
,,1,2.0,14.0,,,,,,56,18,0.0,0.0,,7.0,2
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,48.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,12.0,,,,,,1,0,,,,,1
,,1,2.0,1.0,,,,,,1,0,,,,,1
,,1,2.0,7.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,24,10,0.0,0.0,,25.0,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,13.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,3.0,,,,,,1,0,,,,,1
,,1,1.0,6.0,,,,,,1,0,,,,,1
,,1,1.0,3.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,3.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,3.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,4.0,,,,,,1,0,,,,,1
,,1,1.0,5.0,,,,,,1,0,,,,,1
,,1,1.0,9.0,,,,,,1,0,,,,,1
,,1,1.0,7.0,,,,,,1,0,,,,,1
,,1,1.0,5.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,4.0,,,,,,1,0,,,,,1
,,1,1.0,4.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,20.0,,,,,,38,15,0.0,0.0,,7.0,2
,,1,1.0,13.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,5.0,,,,,,39,19,0.0,0.0,,17.0,2
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,50.0,,,,,,1,0,,,,,1
,,1,1.0,32.0,,,,,,1,0,,,,,1
,,1,1.0,3.0,,,,,,53,24,0.0,0.0,,1.0,2
,,1,1.0,2.0,,,,,,55,25,0.0,0.0,,32.0,2
,,1,1.0,6.0,,,,,,56,27,0.0,0.0,,31.0,2
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,6.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,16.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,22.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,58,7,0.0,0.0,,2.0,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,20.0,,,,,,56,9,0.0,0.0,,2.0,2
,,1,1.0,2.0,,,,,,57,15,0.0,0.0,,6.0,2
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,56,19,0.0,0.0,,12.0,2
,,1,1.0,1.0,,,,,,56,19,0.0,0.0,,12.0,2
,,1,1.0,2.0,,,,,,56,19,0.0,0.0,,12.0,2
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,4.0,,,,,,1,0,,,,,1
,,1,1.0,5.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,63,30,0.0,0.0,,19.0,2
,,1,1.0,6.0,,,,,,66,30,0.0,0.0,,9.0,2
,,1,1.0,1.0,,,,,,81,46,0.0,0.0,,11.0,2
,,1,1.0,1.0,,,,,,84,46,0.0,0.0,,1.0,2
,,1,1.0,36.0,,,,,,85,40,0.0,0.0,,7.0,2
,,1,1.0,4.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,1.0,,,,,,1,0,,,,,1
,,1,1.0,4.0,,,,,,1,0,,,,,1
,,1,1.0,3.0,,,,,,7,0,0.0,0.0,8.0,201.0,0
,,1,1.0,1.0,,,,,,3,0,0.0,0.0,3.0,108.0,0
,,1,1.0,3.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,17.0,,,,,,1,0,,,,,1
,,1,1.0,2.0,,,,,,1,0,,,,,1
,,1,1.0,5.0,,,,,,1,0,,,,,1
,,1,,4.0,,,,,,1,0,,,,,1
,,1,,3.0,,,,,,1,0,,,,,1
,,1,,3.0,,,,,,1,0,,,,,1
,,1,,9.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,5.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,3.0,,,,,,1,0,,,,,1
,,1,,5.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,4.0,,,,,,1,0,,,,,1
,,1,,5.0,,,,,,1,0,,,,,1
,,1,,7.0,,,,,,1,0,,,,,1
,,1,,9.0,,,,,,1,0,,,,,1
,,1,,5.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,6.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,3.0,,,,,,1,0,,,,,1
,,1,,10.0,,,,,,1,0,,,,,1
,,1,,3.0,,,,,,1,0,,,,,1
,,1,,5.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,4.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,4.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,19.0,,,,,,1,0,,,,,1
,,1,,12.0,,,,,,1,0,,,,,1
,,1,,6.0,,,,,,1,0,,,,,1
,,1,,50.0,,,,,,1,0,,,,,1
,,1,,16.0,,,,,,1,0,,,,,1
,,1,,5.0,,,,,,1,0,,,,,1
,,1,,3.0,,,,,,68,23,0.0,0.0,,8.0,2
,,1,,11.0,,,,,,1,0,,,,,1
,,1,,21.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,52,16,0.0,0.0,,4.0,2
,,1,,4.0,,,,,,57,21,0.0,0.0,,4.0,2
,,1,,6.0,,,,,,1,0,,,,,1
,,1,,25.0,,,,,,1,0,,,,,1
,,1,,18.0,,,,,,1,0,,,,,1
,,1,,15.0,,,,,,1,0,,,,,1
,,1,,18.0,,,,,,1,0,,,,,1
,,1,,20.0,,,,,,85,40,0.0,0.0,,5.0,2
,,1,,3.0,,,,,,1,0,,,,,1
,,1,,2.0,,,,,,1,0,,,,,1
,,1,,7.0,,,,,,1,0,,,,,1
,,1,,10.0,,,,,,1,0,,,,,1
,,1,,1.0,,,,,,1,0,,,,,1
,,1,,1.0,,,,,,1,0,,,,,1
,,1,,1.0,,,,,,1,0,,,,,1
,,1,,1.0,,,,,,1,0,,,,,1
,,1,,1.0,,,,,,1,0,,,,,1
,,1,,1.0,,,,,,1,0,,,,,1
