Unnamed: 0,economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative,Cluster
3026,484423.6639,,1,,,11.0,484423.6639,72.0,,,1,0,,,,,1
3027,292974.7908,,1,,,13.0,292974.7908,8.0,,,1,0,,,,,1
3028,201601.4649,,1,,,6.0,201601.4649,22.0,,,1,0,,,,,1
3029,97174.80683,,1,,,3.0,97174.80683,10.0,,,1,0,,,,,1
3030,226257.7592,,1,,,9.0,226257.7592,12.0,,,1,0,,,,,1
3031,286448.1246,,1,,,10.0,286448.1246,23.0,,,1,0,,,,,1
3032,99350.36221,,1,,,4.0,99350.36221,5.0,,,1,0,,,,,1
3033,86297.02995,,1,,,3.0,86297.02995,7.0,,,1,0,,,,,1
3034,173319.245,,1,,,8.0,173319.245,3.0,,,1,0,,,,,1
3035,1103731.761,,1,,,39.0,1103731.761,86.0,,,1,0,,,,,1
3036,2659979.0409999997,,1,,,81.0,2659979.0409999997,280.0,,,1,0,,,,,1
3037,223357.0187,,1,,,6.0,223357.0187,28.0,,,1,0,,,,,1
3038,1806436.148,,1,,,32.0,1806436.148,319.0,,,1,0,,,,,1
3039,108052.5837,,1,,,3.0,108052.5837,13.0,,,1,0,,,,,1
3040,2541773.865,,1,,,85.0,2541773.865,225.0,,,1,0,,,,,1
3041,253814.794,,1,,,10.0,253814.794,14.0,,,1,0,,,,,1
3042,119655.5457,,1,,,5.0,119655.5457,5.0,,,69,12,0.0,0.0,,3.0,3
3043,419882.1877,,1,,,8.0,419882.1877,71.0,,,1,0,,,,,1
3044,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3045,44236.29266,,1,,,2.0,44236.29266,1.0,,,50,26,0.0,0.0,,11.0,3
3046,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3047,247288.1278,,1,,,2.0,247288.1278,57.0,,,1,0,,,,,1
3048,91373.32583,,1,,,2.0,91373.32583,14.0,,,1,0,,,,,1
3049,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3050,58739.99518,,1,,,2.0,58739.99518,5.0,,,1,0,,,,,1
3051,84121.47457,,1,,,2.0,84121.47457,12.0,,,1,0,,,,,1
3052,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3053,47862.21829,,1,,,2.0,47862.21829,2.0,,,1,0,,,,,1
3054,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3055,69617.77206,,1,,,2.0,69617.77206,8.0,,,1,0,,,,,1
3056,73243.69769,,1,,,2.0,73243.69769,9.0,,,1,0,,,,,1
3057,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3058,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3059,153014.0615,,1,,,2.0,153014.0615,31.0,,,1,0,,,,,1
3060,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3061,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3062,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3063,145762.2102,,1,,,2.0,145762.2102,29.0,,,1,0,,,,,1
3064,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3065,87747.4002,,1,,,2.0,87747.4002,13.0,,,1,0,,,,,1
3066,69617.77206,,1,,,2.0,69617.77206,8.0,,,1,0,,,,,1
3067,47862.21829,,1,,,2.0,47862.21829,2.0,,,1,0,,,,,1
3068,153014.0615,,1,,,2.0,153014.0615,31.0,,,1,0,,,,,1
3069,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3070,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3071,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3072,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3073,58739.99518,,1,,,2.0,58739.99518,5.0,,,1,0,,,,,1
3074,47862.21829,,1,,,2.0,47862.21829,2.0,,,1,0,,,,,1
3075,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3076,44236.29266,,1,,,2.0,44236.29266,1.0,,,1,0,,,,,1
3077,120380.7309,,1,,,2.0,120380.7309,22.0,,,1,0,,,,,1
3078,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3079,51488.14392,,1,,,2.0,51488.14392,3.0,,,1,0,,,,,1
3080,58739.99518,,1,,,2.0,58739.99518,5.0,,,1,0,,,,,1
3081,76869.62332,,1,,,2.0,76869.62332,10.0,,,1,0,,,,,1
3082,182021.4665,,1,,,2.0,182021.4665,39.0,,,1,0,,,,,1
3083,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3084,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3085,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3086,80495.54894,,1,,,2.0,80495.54894,11.0,,,1,0,,,,,1
3087,55114.06955,,1,,,2.0,55114.06955,4.0,,,1,0,,,,,1
3088,65991.84642999999,,1,,,2.0,65991.84642999999,7.0,,,1,0,,,,,1
3089,863695.4846,,1,,,2.0,863695.4846,227.0,,,1,0,,,,,1
3090,91373.32583,,1,,,2.0,91373.32583,14.0,,,1,0,,,,,1
3091,171143.6896,,1,,,2.0,171143.6896,36.0,,,1,0,,,,,1
3092,109502.954,,1,,,2.0,109502.954,19.0,,,1,0,,,,,1
3093,69617.77206,,1,,,2.0,69617.77206,8.0,,,1,0,,,,,1
3094,138510.359,,1,,,2.0,138510.359,27.0,,,1,0,,,,,1
3095,98625.17708,,1,,,2.0,98625.17708,16.0,,,1,0,,,,,1
3096,127632.5821,,1,,,2.0,127632.5821,24.0,,,1,0,,,,,1
3097,65991.84642999999,,1,,,2.0,65991.84642999999,7.0,,,1,0,,,,,1
