Unnamed: 0,economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative,Cluster
2409,,,1,13,28.0,545.0,,2152.0,,,297,0,0.0,0.0,1.0,48.0,0
2410,,,1,16,1.0,4.0,,957.0,,,338,0,0.0,0.0,1.0,48.0,0
2411,,,1,12,16.0,176.0,,484.0,,,226,0,0.0,0.0,1.0,179.0,0
2414,,,1,7,1.0,,,20.0,,,53,0,0.0,0.0,0.0,24.0,1
2419,,,1,12,20.0,178.0,,1930.0,,,16,0,0.0,0.0,19.0,87.0,1
2452,,,1,5,,1.0,,11.0,,,1,0,,,,,1
2456,,,1,16,,2.0,,5.0,,,302,0,0.0,0.0,2.0,48.0,0
2458,,,1,6,,4.0,,5.0,,,33,0,0.0,0.0,62.0,167.0,0
2462,,,1,6,,74.0,,264.0,,,1,0,,,,,1
2911,90648.1407,,1,5,2.0,,90648.1407,25.0,,,69,18,0.0,0.0,,0.0,1
2921,18129.62814,,3,5,,,18129.62814,5.0,,,1,0,,,,,1
2926,286756328.3,,1,110,,13600.0,286756328.3,2925.0,,,67,14,0.0,0.0,,8.0,0
2930,15033087.65,,11,94,,,15033087.65,4146.0,,,85,39,0.0,0.0,,28.0,0
