,State,District,Block,latLong
1100, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1101, Tamil Nadu,KARUR,,"[10.95958, 78.08195]"
1102, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1103, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1104, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1105, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1106, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1107, Tamil Nadu,NAMAKKAL,,"[11.21878, 78.16798]"
1108, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1109, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1110, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1111, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1112, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1113, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1114, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1115, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1116, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1117, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1118, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1119, Tamil Nadu,NAMAKKAL,,"[11.21878, 78.16798]"
1120, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1121, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1122, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1123, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1124, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1125, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1126, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1127, Tamil Nadu,SIVAGANGAI,,"[9.85498, 78.5005]"
1128, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1129, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1130, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1131, Tamil Nadu,NAMAKKAL,,"[11.21878, 78.16798]"
1132, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1133, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1134, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1135, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1136, Tamil Nadu,CHENNAI,,"[13.07209, 80.20186]"
1137, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1138, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1139, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1140, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1141, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1142, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1143, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1144, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1145, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1146, Tamil Nadu,CHENNAI,,"[13.07209, 80.20186]"
1147, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1148, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1149, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1150, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1151, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1152, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1153, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1154, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1155, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1156, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1157, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1158, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1159, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1160, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1161, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1162, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1163, Tamil Nadu,NAMAKKAL,,"[11.21878, 78.16798]"
1164, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1165, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1166, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1167, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1168, Tamil Nadu,NAMAKKAL,,"[11.21878, 78.16798]"
1169, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1170, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1171, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1172, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1173, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1174, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1175, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1176, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1177, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1178, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1179, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1180, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1181, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1182, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1183, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1184, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1185, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1186, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1187, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1188, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1189, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1190, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1191, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1192, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1193, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1194, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1195, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1196, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1197, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1198, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1199, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1200, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1201, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1202, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1203, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1204, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1205, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1206, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1207, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1208, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1209, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1210, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1211, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1212, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1213, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1214, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1215, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1216, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1217, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1218, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1219, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1220, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1221, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1222, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1223, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1224, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1225, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1226, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1227, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1228, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1229, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1230, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1231, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1232, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1233, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1234, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1235, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1236, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1237, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1238, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1239, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1240, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1241, Tamil Nadu,NAMAKKAL,,"[11.21878, 78.16798]"
1242, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1243, Tamil Nadu,KARUR,,"[10.95958, 78.08195]"
1244, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1245, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1246, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1247, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1248, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1249, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1250, Tamil Nadu,KARUR,,"[10.95958, 78.08195]"
1251, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1252, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1253, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1254, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1255, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1256, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1257, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1258, Tamil Nadu,KARUR,,"[10.95958, 78.08195]"
1259, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1260, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1261, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1262, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1263, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1264, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1265, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1266, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1267, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1268, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1269, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1270, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1271, Tamil Nadu,KARUR,,"[10.95958, 78.08195]"
1272, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1273, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1274, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1275, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1276, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1277, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1278, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1279, Tamil Nadu,KARUR,,"[10.95958, 78.08195]"
1280, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1281, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1282, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1283, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1284, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1285, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1286, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1287, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1288, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1289, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1290, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1291, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1292, Tamil Nadu,TIRUVALLUR,,"[13.14292, 79.90753]"
1293, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1294, Tamil Nadu,CHENNAI,,"[13.07209, 80.20186]"
1295, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1296, Tamil Nadu,COIMBATORE,,"[11.01601, 76.97031]"
1297, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1298, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1299, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1300, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1301, Tamil Nadu,TIRUVALLUR,,"[13.14292, 79.90753]"
1302, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1303, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1304, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1305, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1306, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1307, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1308, Tamil Nadu,THIRUVARUR,,"[10.76508, 79.63356]"
1309, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1310, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1311, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1312, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1313, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1314, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1315, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1316, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1317, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1318, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1319, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1320, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1321, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1322, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1323, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1324, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1325, Tamil Nadu,COIMBATORE,,"[11.01601, 76.97031]"
1326, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1327, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1328, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1329, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1330, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1331, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1332, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1333, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1334, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1335, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1336, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1337, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1338, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1339, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1340, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1341, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1342, Tamil Nadu,COIMBATORE,,"[11.01601, 76.97031]"
1343, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1344, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1345, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1346, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1347, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1348, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1349, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1350, Tamil Nadu,THENI,,"[10.00657, 77.47932]"
1351, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1352, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1353, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1354, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1355, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1356, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1357, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1358, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1359, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1360, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1361, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1362, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1363, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1364, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1365, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1366, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1367, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1368, Tamil Nadu,CHENNAI,,"[13.07209, 80.20186]"
1369, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1370, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1371, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1372, Tamil Nadu,SIVAGANGAI,,"[9.85498, 78.5005]"
1373, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1374, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1375, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1376, Tamil Nadu,CHENNAI,,"[13.07209, 80.20186]"
1377, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1378, Tamil Nadu,RAMANATHAPURAM,,"[9.35886, 78.83747]"
1379, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1380, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1381, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1382, Tamil Nadu,NILGIRI,,"[11.45572, 76.64025]"
1383, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1384, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1385, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1386, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1387, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1388, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1389, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1390, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1391, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1392, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1393, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1394, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1395, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1396, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1397, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1398, Tamil Nadu,THIRUVARUR,,"[10.76508, 79.63356]"
1399, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1400, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1401, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1403, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1404, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1405, Tamil Nadu,THIRUVANNAMALAI,,"[12.25758, 79.08786]"
1406, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1407, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1408, Tamil Nadu,SIVAGANGAI,,"[9.85498, 78.5005]"
1409, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1410, Tamil Nadu,DHARMAPURI,,"[12.1257, 78.1543]"
1411, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1412, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1413, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1414, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1415, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1416, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1417, Tamil Nadu,VIRUTHUNAGAR,,"[9.59375, 77.9575]"
1418, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1419, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1420, Tamil Nadu,THIRUVARUR,,"[10.76508, 79.63356]"
1421, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1422, Tamil Nadu,ERODE,,"[11.33482, 77.72728]"
1423, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1424, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1425, Tamil Nadu,MADURAI,,"[9.92012882232666, 78.11087799072266]"
1426, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1427, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1428, Tamil Nadu,THIRUVARUR,,"[10.76508, 79.63356]"
1429, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1430, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1431, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1432, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1433, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1434, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1435, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1436, Tamil Nadu,VELLORE,,"[12.92147, 79.13156]"
1437, Tamil Nadu,THIRUVARUR,,"[10.76508, 79.63356]"
1438, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1439, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1440, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1441, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1442, Tamil Nadu,CHENNAI,,"[13.07209, 80.20186]"
1443, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1444, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1445, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1446, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1447, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1448, Tamil Nadu,SIVAGANGAI,,"[9.85498, 78.5005]"
1449, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1450, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1451, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1452, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1453, Tamil Nadu,TIRUNELVELI,,"[8.72879, 77.70458]"
1454, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1455, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1456, Tamil Nadu,TRICHIRAPPALLI,,"[10.80082, 78.68992]"
1457, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1458, Tamil Nadu,SALEM,,"[11.65212, 78.15798]"
1459, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1460, Tamil Nadu,PERAMBALUR,,"[11.2341, 78.8805]"
1461, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1462, Tamil Nadu,KRISHNAGIRI,,"[12.50796, 78.22255]"
1463, Tamil Nadu,PUDUKKOTTAI,,"[10.3829, 78.8155]"
1464, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1465, Tamil Nadu,THANJAVUR,,"[10.7836, 79.1336]"
1466, Tamil Nadu,KANCHIPURAM,,"[12.83614, 79.70665]"
1467, Tamil Nadu,NAGAPPATTINAM,,"[10.77318, 79.84145]"
1468, Tamil Nadu,KANNIYAKUMARI,,"[8.0933, 77.54909]"
1469, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
1470, Tamil Nadu,THOOTHUKUDI,,"[8.79299, 78.14242]"
1471, Tamil Nadu,DINDUGAL,,"[10.36326, 77.98249]"
1472, Tamil Nadu,CUDDALORE,,"[11.75664, 79.7629]"
1473, Tamil Nadu,VILLUPPURAM,,"[11.94474, 79.47347]"
