,economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative
3291,49312.58854,,1,,,1,49312.58854,8,,,1,0,,,,
3292,31182.9604,,1,,,1,31182.9604,3,,,1,0,,,,
3293,255990.3493,,1,,,1,255990.3493,65,,,1,0,,,,
3294,60190.36543,,1,,,1,60190.36543,11,,,1,0,,,,
3295,31182.9604,,1,,,1,31182.9604,3,,,1,0,,,,
3296,78319.99357,,1,,,1,78319.99357,16,,,1,0,,,,
3297,27557.03477,,1,,,1,27557.03477,2,,,1,0,,,,
3298,27557.03477,,1,,,1,27557.03477,2,,,1,0,,,,
3299,23931.10915,,1,,,1,23931.10915,1,,,1,0,,,,
3300,27557.03477,,1,,,1,27557.03477,2,,,1,0,,,,
3301,23931.10915,,1,,,1,23931.10915,1,,,1,0,,,,
3302,38434.81166,,1,,,1,38434.81166,5,,,1,0,,,,
3303,92823.69608,,1,,,1,92823.69608,20,,,1,0,,,,
3304,42060.73729,,1,,,1,42060.73729,6,,,1,0,,,,
3305,31182.9604,,1,,,1,31182.9604,3,,,1,0,,,,
3306,49312.58854,,1,,,1,49312.58854,8,,,1,0,,,,
3307,67442.21668,,1,,,1,67442.21668,13,,,1,0,,,,
3308,34808.88603,,1,,,1,34808.88603,4,,,38,12,0,0,,19
3309,42060.73729,,1,,,1,42060.73729,6,,,1,0,,,,
3310,56564.4398,,1,,,1,56564.4398,10,,,1,0,,,,
3311,38434.81166,,1,,,1,38434.81166,5,,,1,0,,,,
3312,839764.3755,,1,,,1,839764.3755,226,,,1,0,,,,
3313,45686.66291,,1,,,1,45686.66291,7,,,1,0,,,,
3314,52938.51417,,1,,,1,52938.51417,9,,,1,0,,,,
3315,139960.7292,,1,,,1,139960.7292,33,,,1,0,,,,
3316,27557.03477,,1,,,1,27557.03477,2,,,1,0,,,,
3317,38434.81166,,1,,,1,38434.81166,5,,,1,0,,,,
3318,34808.88603,,1,,,1,34808.88603,4,,,1,0,,,,
3319,38434.81166,,1,,,1,38434.81166,5,,,21,6,0,0,,65
3320,121831.1011,,1,,,6,121831.1011,,,,20,6,0,0,,52
3321,182746.6517,,1,,,9,182746.6517,,,,1,0,,,,
3322,324882.9363,,1,,,16,324882.9363,,,,21,7,0,0,,39
3323,406103.6703,,1,,,20,406103.6703,,,,25,10,0,0,,35
3324,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3325,101525.9176,,1,,,5,101525.9176,,,,25,9,0,0,,19
3326,162441.4681,,1,,,8,162441.4681,,,,24,9,0,0,,18
3327,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3328,81220.73407,,1,,,4,81220.73407,,,,24,8,0,0,,12
3329,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3330,121831.1011,,1,,,6,121831.1011,,,,24,7,0,0,,5
3331,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3332,101525.9176,,1,,,5,101525.9176,,,,22,6,0,0,,25
3333,162441.4681,,1,,,8,162441.4681,,,,22,6,0,0,,23
3334,101525.9176,,1,,,5,101525.9176,,,,22,6,0,0,,19
3335,121831.1011,,1,,,6,121831.1011,,,,22,6,0,0,,19
3336,81220.73407,,1,,,4,81220.73407,,,,22,6,0,0,,19
3337,101525.9176,,1,,,5,101525.9176,,,,1,0,,,,
3338,60915.55055,,1,,,3,60915.55055,,,,24,7,0,0,,4
3339,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3340,203051.8352,,1,,,10,203051.8352,,,,1,0,,,,
3341,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3342,20630066.45,,1,,,1016,20630066.45,,,,29,10,0,0,,2
3343,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3344,4771718.127,,1,,,235,4771718.127,,,,27,7,0,0,,0
3345,142136.2846,,1,,,7,142136.2846,,,,26,7,0,0,,4
3346,467019.2209,,1,,,23,467019.2209,,,,26,7,0,0,,4
3347,60915.55055,,1,,,3,60915.55055,,,,29,9,0,0,,1
3348,507629.5879,,1,,,25,507629.5879,,,,28,9,0,0,,1
3349,1401057.663,,1,,,69,1401057.663,,,,28,9,0,0,,0
3350,121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
3351,81220.73407,,1,,,4,81220.73407,,,,29,10,0,0,,1
3352,304577.7528,,1,,,15,304577.7528,,,,28,10,0,0,,1
3353,629460.689,,1,,,31,629460.689,,,,27,10,0,0,,5
3354,81220.73407,,1,,,4,81220.73407,,,,27,10,0,0,,1
3355,81220.73407,,1,,,4,81220.73407,,,,27,10,0,0,,0
3356,345188.1198,,1,,,17,345188.1198,,,,31,14,0,0,,7
3357,121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
3358,60915.55055,,1,,,3,60915.55055,,,,31,14,0,0,,3
3359,60915.55055,,1,,,3,60915.55055,,,,29,13,0,0,,17
3360,60915.55055,,1,,,3,60915.55055,,,,29,13,0,0,,16
3361,60915.55055,,1,,,3,60915.55055,,,,29,13,0,0,,14
3362,101525.9176,,1,,,5,101525.9176,,,,1,0,,,,
3363,60915.55055,,1,,,3,60915.55055,,,,35,16,0,0,,6
3364,324882.9363,,1,,,16,324882.9363,,,,35,17,0,0,,0
3365,243662.2022,,1,,,12,243662.2022,,,,37,18,0,0,,24
3366,142136.2846,,1,,,7,142136.2846,,,,1,0,,,,
3367,365493.3033,,1,,,18,365493.3033,,,,1,0,,,,
3368,162441.4681,,1,,,8,162441.4681,,,,39,19,0,0,,5
3369,954343.6253,,1,,,47,954343.6253,,,,39,19,0,0,,2
3370,20421.21314,,1,,,1,20305.18352,,,,38,20,0,0,,0
3371,223357.0187,,1,,,11,223357.0187,,,,38,19,0,0,,54
3372,142136.2846,,1,,,7,142136.2846,,,,42,23,0,0,,50
3373,20653.27238,,1,,,1,20305.18352,,,,51,26,0,0,,6
3374,162441.4681,,1,,,8,162441.4681,,,,55,22,0,0,,1
3375,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3376,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3377,446714.0374,,1,,,22,446714.0374,,,,85,23,0,0,,5
3378,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3379,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3380,60915.55055,,1,,,3,60915.55055,,,,88,27,0,0,,0
3381,203051.8352,,1,,,10,203051.8352,,,,1,0,,,,
3382,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3383,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3384,324882.9363,,1,,,16,324882.9363,,,,1,0,,,,
3385,5847892.853,,1,,,288,5847892.853,,,,1,0,,,,
3386,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3387,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3388,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3389,507629.5879,,1,,,25,507629.5879,,,,1,0,,,,
3390,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3391,588850.322,,1,,,29,588850.322,,,,1,0,,,,
3392,568545.1385,,1,,,28,568545.1385,,,,1,0,,,,
3393,182746.6517,,1,,,9,182746.6517,,,,1,0,,,,
3394,121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
3395,223357.0187,,1,,,11,223357.0187,,,,1,0,,,,
3396,507629.5879,,1,,,25,507629.5879,,,,1,0,,,,
3397,142136.2846,,1,,,7,142136.2846,,,,1,0,,,,
3398,81220.73407,,1,,,4,81220.73407,,,,75,17,0,0,,2
3399,5665146.201,,1,,,279,5665146.201,,,,76,17,0,0,,2
3400,29523736.83,,1,,,1454,29523736.83,,,,74,17,0,0,,6
3401,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3402,8568787.444,,1,,,422,8568787.444,,,,74,17,0,0,,5
3403,101525.9176,,1,,,5,101525.9176,,,,1,0,,,,
3404,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3405,4446835.19,,1,,,219,4446835.19,,,,1,0,,,,
3406,182746.6517,,1,,,9,182746.6517,,,,1,0,,,,
3407,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3408,101525.9176,,1,,,5,101525.9176,,,,1,0,,,,
3409,182746.6517,,1,,,9,182746.6517,,,,1,0,,,,
3410,121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
3411,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3412,588850.322,,1,,,29,588850.322,,,,1,0,,,,
3413,142136.2846,,1,,,7,142136.2846,,,,1,0,,,,
3414,609155.5055,,1,,,30,609155.5055,,,,1,0,,,,
3415,223357.0187,,1,,,11,223357.0187,,,,1,0,,,,
3416,81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
3417,60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
3418,81220734.07,,1,,,4000,81220734.07,,,,21,6,0,0,,49
3419,40610.36703,,1,,,2,40610.36703,,,,21,7,0,0,,43
3420,40610.36703,,1,,,2,40610.36703,,,,23,8,0,0,,38
3421,40610.36703,,1,,,2,40610.36703,,,,24,10,0,0,,33
3422,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3423,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3424,40610.36703,,1,,,2,40610.36703,,,,22,6,0,0,,23
3425,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3426,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3427,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3428,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3429,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3430,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3431,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3432,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3433,40610.36703,,1,,,2,40610.36703,,,,29,9,0,0,,0
3434,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3435,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3436,40610.36703,,1,,,2,40610.36703,,,,29,12,0,0,,10
3437,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3438,40610.36703,,1,,,2,40610.36703,,,,36,17,0,0,,1
3439,40610.36703,,1,,,2,40610.36703,,,,36,18,0,0,,26
3440,40610.36703,,1,,,2,40610.36703,,,,38,19,0,0,,18
3441,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3442,40610.36703,,1,,,2,40610.36703,,,,40,19,0,0,,2
3443,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3444,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3445,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3446,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3447,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3448,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3449,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3450,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3451,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3452,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3453,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3454,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3455,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3456,40610.36703,,1,,,2,40610.36703,,,,44,7,0,0,,5
3457,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3458,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3459,40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
3460,20305.18352,,1,,,1,20305.18352,,,,20,6,0,0,,58
3461,20305.18352,,1,,,1,20305.18352,,,,21,6,0,0,,57
3462,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3463,20305.18352,,1,,,1,20305.18352,,,,20,6,0,0,,53
3464,20305.18352,,1,,,1,20305.18352,,,,21,6,0,0,,48
3465,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3466,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3467,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3468,20305.18352,,1,,,1,20305.18352,,,,21,7,0,0,,40
3469,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3470,20305.18352,,1,,,1,20305.18352,,,,21,7,0,0,,39
3471,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3472,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3473,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3474,20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,31
3475,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3476,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3477,20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,24
3478,20305.18352,,1,,,1,20305.18352,,,,25,10,0,0,,22
3479,20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,22
3480,20305.18352,,1,,,1,20305.18352,,,,25,10,0,0,,21
3481,20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,21
3482,20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,21
3483,20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,21
3484,20305.18352,,1,,,1,20305.18352,,,,24,9,0,0,,20
3485,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3486,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3487,20305.18352,,1,,,1,20305.18352,,,,25,9,0,0,,16
3488,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3489,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3490,20305.18352,,1,,,1,20305.18352,,,,24,8,0,0,,12
3491,20305.18352,,1,,,1,20305.18352,,,,24,8,0,0,,12
3492,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3493,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3494,20305.18352,,1,,,1,20305.18352,,,,24,8,0,0,,8
3495,20305.18352,,1,,,1,20305.18352,,,,24,8,0,0,,8
3496,20305.18352,,1,,,1,20305.18352,,,,25,8,0,0,,5
3497,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3498,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3499,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3500,20305.18352,,1,,,1,20305.18352,,,,23,7,0,0,,4
3501,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3502,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3503,20305.18352,,1,,,1,20305.18352,,,,22,6,0,0,,23
3504,20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,21
3505,20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,21
3506,20305.18352,,1,,,1,20305.18352,,,,22,6,0,0,,21
3507,20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,19
3508,20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,19
3509,20305.18352,,1,,,1,20305.18352,,,,22,6,0,0,,19
3510,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3511,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,16
3512,20305.18352,,1,,,1,20305.18352,,,,23,7,0,0,,15
3513,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,14
3514,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3515,20305.18352,,1,,,1,20305.18352,,,,24,6,0,0,,12
3516,20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,12
3517,20305.18352,,1,,,1,20305.18352,,,,25,7,0,0,,11
3518,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,9
3519,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,9
3520,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,8
3521,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,8
3522,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,6
3523,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3524,20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,3
3525,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3526,20305.18352,,1,,,1,20305.18352,,,,25,7,0,0,,31
3527,20305.18352,,1,,,1,20305.18352,,,,25,7,0,0,,30
3528,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3529,20305.18352,,1,,,1,20305.18352,,,,26,8,0,0,,29
3530,20305.18352,,1,,,1,20305.18352,,,,26,8,0,0,,28
3531,20305.18352,,1,,,1,20305.18352,,,,26,8,0,0,,25
3532,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3533,20305.18352,,1,,,1,20305.18352,,,,27,10,0,0,,17
3534,20305.18352,,1,,,1,20305.18352,,,,27,10,0,0,,17
3535,20305.18352,,1,,,1,20305.18352,,,,28,10,0,0,,14
3536,20305.18352,,1,,,1,20305.18352,,,,27,10,0,0,,13
3537,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3538,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3539,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3540,20305.18352,,1,,,1,20305.18352,,,,28,10,0,0,,3
3541,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3542,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3543,20305.18352,,1,,,1,20305.18352,,,,28,10,0,0,,5
3544,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3545,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3546,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3547,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3548,20305.18352,,1,,,1,20305.18352,,,,26,7,0,0,,2
3549,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3550,20305.18352,,1,,,1,20305.18352,,,,27,9,0,0,,5
3551,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3552,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3553,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3554,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3555,20305.18352,,1,,,1,20305.18352,,,,28,11,0,0,,22
3556,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3557,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3558,20305.18352,,1,,,1,20305.18352,,,,31,14,0,0,,0
3559,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3560,20305.18352,,1,,,1,20305.18352,,,,29,13,0,0,,14
3561,20305.18352,,1,,,1,20305.18352,,,,30,13,0,0,,11
3562,20305.18352,,1,,,1,20305.18352,,,,29,12,0,0,,9
3563,20305.18352,,1,,,1,20305.18352,,,,29,12,0,0,,9
3564,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3565,20305.18352,,1,,,1,20305.18352,,,,34,16,0,0,,10
3566,20305.18352,,1,,,1,20305.18352,,,,36,17,0,0,,4
3567,20305.18352,,1,,,1,20305.18352,,,,36,17,0,0,,0
3568,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3569,20305.18352,,1,,,1,20305.18352,,,,37,18,0,0,,24
3570,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3571,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3572,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3573,20305.18352,,1,,,1,20305.18352,,,,40,19,0,0,,0
3574,20305.18352,,1,,,1,20305.18352,,,,38,19,0,0,,53
3575,20305.18352,,1,,,1,20305.18352,,,,46,25,0,0,,35
3576,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3577,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3578,20305.18352,,1,,,1,20305.18352,,,,50,26,0,0,,5
3579,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3580,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3581,20305.18352,,1,,,1,20305.18352,,,,51,22,0,0,,5
3582,20305.18352,,1,,,1,20305.18352,,,,55,22,0,0,,2
3583,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3584,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3585,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3586,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3587,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3588,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3589,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3590,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3591,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3592,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3593,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3594,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3595,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3596,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3597,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3598,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3599,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3600,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3601,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3602,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3603,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3604,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3605,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3606,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3607,20305.18352,,1,,,1,20305.18352,,,,87,19,0,0,,0
3608,20305.18352,,1,,,1,20305.18352,,,,86,19,0,0,,1
3609,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3610,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3611,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3612,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3613,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3614,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3615,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3616,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3617,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3618,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3619,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3620,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3621,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3622,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3623,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3624,20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
3625,7251.851256,,1,,,,7251.851256,2,,,25,8,0,0,,10
3626,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3627,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3628,7251.851256,,1,,,,7251.851256,2,,,28,10,0,0,,13
3629,7251.851256,,1,,,,7251.851256,2,,,30,13,0,0,,17
3630,7251.851256,,1,,,,7251.851256,2,,,29,13,0,0,,14
3631,7251.851256,,1,,,,7251.851256,2,,,33,16,0,0,,10
3632,7251.851256,,1,,,,7251.851256,2,,,38,18,0,0,,19
3633,7251.851256,,1,,,,7251.851256,2,,,39,19,0,0,,7
3634,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3635,7251.851256,,1,,,,7251.851256,2,,,46,23,0,0,,32
3636,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3637,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3638,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3639,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3640,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3641,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3642,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3643,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3644,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3645,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3646,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3647,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3648,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3649,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3650,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3651,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3652,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3653,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3654,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3655,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3656,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3657,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3658,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3659,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3660,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3661,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3662,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3663,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3664,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3665,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3666,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3667,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3668,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3669,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3670,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3671,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3672,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3673,7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
3674,10877.77688,,1,,,,10877.77688,3,,,20,6,0,0,,63
3675,26374983.02,,1,,,,26374983.02,7274,,,20,6,0,0,,62
3676,5438888.442,,1,,,,5438888.442,1500,,,20,6,0,0,,61
3677,1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
3678,1925366.509,,1,,,,1925366.509,531,,,20,6,0,0,,61
3679,1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
3680,1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
3681,1269073.97,,1,,,,1269073.97,350,,,20,6,0,0,,61
3682,2001510.947,,1,,,,2001510.947,552,,,20,6,0,0,,61
3683,1000755.473,,1,,,,1000755.473,276,,,20,6,0,0,,61
3684,1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
3685,3625925.628,,1,,,,3625925.628,1000,,,20,6,0,0,,61
3686,1823840.591,,1,,,,1823840.591,503,,,20,6,0,0,,61
3687,2175555.377,,1,,,,2175555.377,600,,,20,6,0,0,,61
3688,5620184.724,,1,,,,5620184.724,1550,,,20,6,0,0,,61
3689,1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
3690,1910862.806,,1,,,,1910862.806,527,,,20,6,0,0,,61
3691,1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
3692,1932618.36,,1,,,,1932618.36,533,,,20,6,0,0,,61
3693,1062396.209,,1,,,,1062396.209,293,,,20,6,0,0,,61
3694,1762199.855,,1,,,,1762199.855,486,,,20,6,0,0,,60
3695,8774740.02,,1,,,,8774740.02,2420,,,20,6,0,0,,60
