economic_loss,total_affected,duration,deaths,injured,houses_destroyed,economic_loss_infrastructure,houses_damaged,directly_affected,indirectly_affected,events,significantEvents,aidBeforeProtest,posNegRatio20Days,daysBeforePositive,daysBeforeNegative
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
4771718.127,,1,,,235,4771718.127,,,,27,7,0,0,,0
142136.2846,,1,,,7,142136.2846,,,,26,7,0,0,,4
467019.2209,,1,,,23,467019.2209,,,,26,7,0,0,,4
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
507629.5879,,1,,,25,507629.5879,,,,28,9,0,0,,1
1401057.663,,1,,,69,1401057.663,,,,28,9,0,0,,0
121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,29,10,0,0,,1
304577.7528,,1,,,15,304577.7528,,,,28,10,0,0,,5
81220.73407,,1,,,4,81220.73407,,,,27,10,0,0,,1
81220.73407,,1,,,4,81220.73407,,,,27,10,0,0,,0
345188.1198,,1,,,17,345188.1198,,,,1,0,,,,
121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,31,14,0,0,,3
60915.55055,,1,,,3,60915.55055,,,,29,13,0,0,,17
60915.55055,,1,,,3,60915.55055,,,,29,13,0,0,,16
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
4182867.805,,1,,,206,4182867.805,,,,34,16,0,0,,6
324882.9363,,1,,,16,324882.9363,,,,35,17,0,0,,0
243662.2022,,1,,,12,243662.2022,,,,37,18,0,0,,24
142136.2846,,1,,,7,142136.2846,,,,1,0,,,,
365493.3033,,1,,,18,365493.3033,,,,1,0,,,,
162441.4681,,1,,,8,162441.4681,,,,40,19,0,0,,2
20421.21314,,1,,,1,20305.18352,,,,39,19,0,0,,54
142136.2846,,1,,,7,142136.2846,,,,1,0,,,,
121831.1011,,1,,,6,121831.1011,,,,50,26,0,0,,6
162441.4681,,1,,,8,162441.4681,,,,55,22,0,0,,1
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
446714.0374,,1,,,22,446714.0374,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
203051.8352,,1,,,10,203051.8352,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
324882.9363,,1,,,16,324882.9363,,,,1,0,,,,
5847892.853,,1,,,288,5847892.853,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
507629.5879,,1,,,25,507629.5879,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
588850.322,,1,,,29,588850.322,,,,1,0,,,,
568545.1385,,1,,,28,568545.1385,,,,1,0,,,,
182746.6517,,1,,,9,182746.6517,,,,1,0,,,,
121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
223357.0187,,1,,,11,223357.0187,,,,1,0,,,,
507629.5879,,1,,,25,507629.5879,,,,1,0,,,,
142136.2846,,1,,,7,142136.2846,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,75,17,0,0,,6
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
8568787.444,,1,,,422,8568787.444,,,,74,17,0,0,,5
101525.9176,,1,,,5,101525.9176,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
4446835.19,,1,,,219,4446835.19,,,,1,0,,,,
182746.6517,,1,,,9,182746.6517,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
101525.9176,,1,,,5,101525.9176,,,,1,0,,,,
182746.6517,,1,,,9,182746.6517,,,,1,0,,,,
121831.1011,,1,,,6,121831.1011,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
588850.322,,1,,,29,588850.322,,,,1,0,,,,
142136.2846,,1,,,7,142136.2846,,,,1,0,,,,
609155.5055,,1,,,30,609155.5055,,,,1,0,,,,
223357.0187,,1,,,11,223357.0187,,,,1,0,,,,
81220.73407,,1,,,4,81220.73407,,,,1,0,,,,
60915.55055,,1,,,3,60915.55055,,,,1,0,,,,
81220734.07,,1,,,4000,81220734.07,,,,21,6,0,0,,49
40610.36703,,1,,,2,40610.36703,,,,21,7,0,0,,43
40610.36703,,1,,,2,40610.36703,,,,23,8,0,0,,38
40610.36703,,1,,,2,40610.36703,,,,24,10,0,0,,33
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,22,6,0,0,,23
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
40610.36703,,1,,,2,40610.36703,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,20,6,0,0,,48
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,31
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,24
20305.18352,,1,,,1,20305.18352,,,,25,10,0,0,,22
20305.18352,,1,,,1,20305.18352,,,,24,10,0,0,,22
20305.18352,,1,,,1,20305.18352,,,,25,10,0,0,,21
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,25,9,0,0,,20
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,25,8,0,0,,12
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,24,8,0,0,,8
20305.18352,,1,,,1,20305.18352,,,,24,8,0,0,,8
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,21
20305.18352,,1,,,1,20305.18352,,,,22,6,0,0,,21
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,22,6,0,0,,19
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,16
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,12
20305.18352,,1,,,1,20305.18352,,,,23,6,0,0,,12
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,8
20305.18352,,1,,,1,20305.18352,,,,25,7,0,0,,6
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,24,7,0,0,,3
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,25,7,0,0,,30
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,28,10,0,0,,14
20305.18352,,1,,,1,20305.18352,,,,27,10,0,0,,13
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,28,10,0,0,,3
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,29,12,0,0,,9
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,46,25,0,0,,35
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,87,19,0,0,,0
20305.18352,,1,,,1,20305.18352,,,,86,19,0,0,,1
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
20305.18352,,1,,,1,20305.18352,,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,38,18,0,0,,19
7251.851256,,1,,,,7251.851256,2,,,39,19,0,0,,7
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,1,0,,,,
7251.851256,,1,,,,7251.851256,2,,,21,6,0,0,,63
26374983.02,,1,,,,26374983.02,7274,,,21,6,0,0,,61
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
1925366.509,,1,,,,1925366.509,531,,,20,6,0,0,,61
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
1269073.97,,1,,,,1269073.97,350,,,20,6,0,0,,61
2001510.947,,1,,,,2001510.947,552,,,20,6,0,0,,61
1000755.473,,1,,,,1000755.473,276,,,20,6,0,0,,61
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
3625925.628,,1,,,,3625925.628,1000,,,20,6,0,0,,61
1823840.591,,1,,,,1823840.591,503,,,20,6,0,0,,61
2175555.377,,1,,,,2175555.377,600,,,20,6,0,0,,61
5620184.724,,1,,,,5620184.724,1550,,,20,6,0,0,,61
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
1910862.806,,1,,,,1910862.806,527,,,20,6,0,0,,61
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,61
1932618.36,,1,,,,1932618.36,533,,,20,6,0,0,,61
1062396.209,,1,,,,1062396.209,293,,,20,6,0,0,,61
1762199.855,,1,,,,1762199.855,486,,,20,6,0,0,,60
8774740.02,,1,,,,8774740.02,2420,,,20,6,0,0,,60
1501133.21,,1,,,,1501133.21,414,,,20,6,0,0,,60
5612932.872,,1,,,,5612932.872,1548,,,20,6,0,0,,60
3625925.628,,1,,,,3625925.628,1000,,,20,6,0,0,,60
2378607.212,,1,,,,2378607.212,656,,,20,6,0,0,,60
1091403.614,,1,,,,1091403.614,301,,,20,6,0,0,,60
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,60
8136577.109,,1,,,,8136577.109,2244,,,20,6,0,0,,60
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,60
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,60
1453996.177,,1,,,,1453996.177,401,,,20,6,0,0,,60
4470766.299,,1,,,,4470766.299,1233,,,20,6,0,0,,60
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,60
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,60
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,60
1812962.814,,1,,,,1812962.814,500,,,20,6,0,0,,60
1994259.095,,1,,,,1994259.095,550,,,20,6,0,0,,60
348.0888603,,1,,,,,,,,21,6,0,0,,58
3807221.909,,1,,,,3807221.909,1050,,,20,6,0,0,,55
3031273.825,,1,,,,3031273.825,836,,,20,6,0,0,,55
29007.40502,,1,,,,29007.40502,8,,,21,7,0,0,,44
934.6830508,,1,,,,,,,,1,0,,,,
62439083.39,,1,,,,62439083.39,,,,1,0,,,,
380.8833432,,1,,,,,,,,1,0,,,,
3741.955248,,1,,,,3625.925628,1,,,1,0,,,,
141411.0995,,1,,,,141411.0995,39,,,1,0,,,,
467.3415254,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
116.0296201,,1,,,,,,,,1,0,,,,
928.2369608,,1,,,,,,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,30,14,0,0,,2
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
464.1184804,,1,,,,,,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
232.0592402,,1,,,,,,,,49,25,0,0,,23
116.0296201,,1,,,,,,,,1,0,,,,
7817495.654,,1,,,,7817495.654,2156,,,50,26,0,0,,6
116.0296201,,1,,,,,,,,1,0,,,,
65266.66131,,1,,,,65266.66131,18,,,1,0,,,,
232.0592402,,1,,,,,,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
32633.33065,,1,,,,32633.33065,9,,,1,0,,,,
25381.4794,,1,,,,25381.4794,7,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,1,0,,,,
32633.33065,,1,,,,32633.33065,9,,,1,0,,,,
32633.33065,,1,,,,32633.33065,9,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
14503.70251,,1,,,,14503.70251,4,,,1,0,,,,
29007.40502,,1,,,,29007.40502,8,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
14503.70251,,1,,,,14503.70251,4,,,1,0,,,,
32633.33065,,1,,,,32633.33065,9,,,1,0,,,,
583774.0261,,1,,,,583774.0261,161,,,1,0,,,,
29007.40502,,1,,,,29007.40502,8,,,1,0,,,,
61640.73568,,1,,,,61640.73568,17,,,1,0,,,,
36259.25628,,1,,,,36259.25628,10,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
54388.88442,,1,,,,54388.88442,15,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
32633.33065,,1,,,,32633.33065,9,,,1,0,,,,
36259.25628,,1,,,,36259.25628,10,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
68892.58693,,1,,,,68892.58693,19,,,1,0,,,,
14503.70251,,1,,,,14503.70251,4,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
25381.4794,,1,,,,25381.4794,7,,,1,0,,,,
14503.70251,,1,,,,14503.70251,4,,,1,0,,,,
25381.4794,,1,,,,25381.4794,7,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,1,0,,,,
105151.8432,,1,,,,105151.8432,29,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
79770.36382,,1,,,,79770.36382,22,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,1,0,,,,
852092.5226,,1,,,,852092.5226,235,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
228433.3146,,1,,,,228433.3146,63,,,1,0,,,,
14503.70251,,1,,,,14503.70251,4,,,1,0,,,,
14503.70251,,1,,,,14503.70251,4,,,1,0,,,,
61640.73568,,1,,,,61640.73568,17,,,1,0,,,,
32633.33065,,1,,,,32633.33065,9,,,1,0,,,,
126907.397,,1,,,,126907.397,35,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
79770.36382,,1,,,,79770.36382,22,,,1,0,,,,
145037.0251,,1,,,,145037.0251,40,,,1,0,,,,
134159.2482,,1,,,,134159.2482,37,,,1,0,,,,
58014.81005,,1,,,,58014.81005,16,,,1,0,,,,
43511.10754,,1,,,,43511.10754,12,,,1,0,,,,
87022.21507,,1,,,,87022.21507,24,,,1,0,,,,
29007.40502,,1,,,,29007.40502,8,,,1,0,,,,
97899.99196,,1,,,,97899.99196,27,,,1,0,,,,
108777.7688,,1,,,,108777.7688,30,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,1,0,,,,
39885.18191,,1,,,,39885.18191,11,,,1,0,,,,
18129.62814,,1,,,,18129.62814,5,,,1,0,,,,
123281.4714,,1,,,,123281.4714,34,,,1,0,,,,
14503.70251,,1,,,,14503.70251,4,,,1,0,,,,
10877.77688,,1,,,,10877.77688,3,,,1,0,,,,
21755.55377,,1,,,,21755.55377,6,,,1,0,,,,
29007.40502,,1,,,,29007.40502,8,,,1,0,,,,
